三全麦香早点奶香馒头1.36kg,散装糯米,芋艿（一级）,花蛤,百钻双效泡打粉50g,,,,,,,,,,,,,,,,,,,,
鲜鸡蛋,,,,,,,,,,,,,,,,,,,,,,,,
花蛤,,,,,,,,,,,,,,,,,,,,,,,,
达利园法式小面包香奶味400克,汰渍净白去渍无磷洗衣粉1.55千克,,,,,,,,,,,,,,,,,,,,,,,
咸亨火腿腐乳350g,,,,,,,,,,,,,,,,,,,,,,,,
芋艿（一级）,白砂糖(散),衢州熊猫卫生纸袋装400克,蜂花首乌养发护发素458ml,PP湖三五香牛肉干50克,塑料购物袋(大),海天特级一品鲜酱油1.28L,悠哈特浓巧克力糖102克,绿力500芒果汁饮料495ml,悠哈特浓抹茶牛奶糖75g,妙洁畅饮杯210ml(80只装),全无敌蚊香(花香型)31g*20双盘,好吃点杏仁酥146克,鲜鸡蛋,,,,,,,,,,,
双鱼8寸圆盘DF-P103(10只装),光皮蛋,,,,,,,,,,,,,,,,,,,,,,,
光明酸牛奶(红枣味)100g*8,喜之郎黄桃＆蜜桃果肉果冻200克,三江购物新型竹竿夹30577(4只装),喜之郎什锦果肉果冻200克,喜之郎葡萄&苹果果肉果冻200克,,,,,,,,,,,,,,,,,,,,
三江购物大豆油5L,,,,,,,,,,,,,,,,,,,,,,,,
西红柿（一级）,,,,,,,,,,,,,,,,,,,,,,,,
大粒薏米仁(散),,,,,,,,,,,,,,,,,,,,,,,,
青蛙贴齿波浪型牙刷685,花蕊洋槐蜜宝1千克,黄芩中药高级牙膏200克,立白易漂洗无磷洗衣粉1.03千克,,,,,,,,,,,,,,,,,,,,,
国产香蕉（一级）,生姜（一级）,灯椒（一级）,,,,,,,,,,,,,,,,,,,,,,
单晶冰糖(散),,,,,,,,,,,,,,,,,,,,,,,,
云楼榨菜芯200g,元宝牌优质特精小麦粉2.5kg,,,,,,,,,,,,,,,,,,,,,,,
维纳斯多效金银花花露水195ml,哆啦A梦婴儿祛痱粉清凉舒爽150g,蒙牛大果粒桑葚+椰果酸奶260g,L钰杰依典女裤A-84,古今全棉府绸文胸14#(88-92),蒙牛冠益乳草莓果粒酸奶250g,S兰中花女短袖针织衫838(-4),康师傅冰红茶500ml,塑料购物袋(大),,,,,,,,,,,,,,,,
雕牌透明皂(阳光清柠)228克,舒肤佳纯白清香型香皂125克,百合（一级）,好想你新郑红枣200g,,,,,,,,,,,,,,,,,,,,,
国产香蕉（一级）,嘎啦(一级),,,,,,,,,,,,,,,,,,,,,,,
清美老豆腐320g,新鲜生姜（一级）,小葱（一级）,芹菜（一级）,,,,,,,,,,,,,,,,,,,,,
韭菜（一级）,散装东北米(中汇),紫甘薯（一级）,,,,,,,,,,,,,,,,,,,,,,
散装奥利奥巧克力味夹心饼干,散装三牛奶油椒盐酥曲奇饼干,散装优冠牛奶香脆饼干纯正牛奶味,光明纯鲜牛奶980ml,,,,,,,,,,,,,,,,,,,,,
白砂糖(散),,,,,,,,,,,,,,,,,,,,,,,,
川南黄花什锦调味泡菜228g,,,,,,,,,,,,,,,,,,,,,,,,
散装东北米(中汇),带鱼200-300,日本南瓜（一级）,新鲜生姜（一级）,,,,,,,,,,,,,,,,,,,,,
带鱼200-300,,,,,,,,,,,,,,,,,,,,,,,,
金龙鱼第二代调和油2.5L,,,,,,,,,,,,,,,,,,,,,,,,
黑茄（一级）,金针菇（一级）,本地鲜鸡蛋,海天上等蚝油700克,黄芽菜（一级）,土豆（一级）,红萝卜（一级）,佳倍玉兰面375克*2,金钟玫瑰米醋袋装225ml,,,,,,,,,,,,,,,,
鲜鸡蛋,鲜鸡蛋,妙洁PE保鲜膜100尺,,,,,,,,,,,,,,,,,,,,,,
青菜（一级）,,,,,,,,,,,,,,,,,,,,,,,,
绿豆,鸡爪,榄菊蚊香大盘装（檀香型）10单圈15,汰渍全效炫白加衣领净精华洗衣粉56,纳爱斯牙膏(齿恋VC)95g,旺旺碎冰冰果味饮料葡萄味78ml,旺旺碎冰冰果味饮料葡萄味78ml,,,,,,,,,,,,,,,,,,
带鱼200-300,白砂糖(散),麦香堡夹心豆沙面包40克,圣茗香鹌鹑蛋45克,国产香蕉（一级）,散花菜(一级),舒爽超薄干爽日用卫生巾SC9120(简),,,,,,,,,,,,,,,,,,
福临门一级菜籽油5升,光明香浓纯牛奶利乐枕243ml,雷达杀虫气雾剂水基型600毫升,,,,,,,,,,,,,,,,,,,,,,
太太乐鸡精500克,散装东北米(中汇),,,,,,,,,,,,,,,,,,,,,,,
鲁王自发粉1千克,,,,,,,,,,,,,,,,,,,,,,,,
蒜头（一级）,生姜（一级）,,,,,,,,,,,,,,,,,,,,,,,
冷冻野生小黄鱼10-12,本地鲜鸡蛋,,,,,,,,,,,,,,,,,,,,,,,
一级青提,鲜鸡蛋,,,,,,,,,,,,,,,,,,,,,,,
曼妥思草莓苹果树莓无糖口香糖29克,白砂糖(散),裙带菜,,,,,,,,,,,,,,,,,,,,,,
金龙鱼第二代调和油5L,,,,,,,,,,,,,,,,,,,,,,,,
鸡爪,灭害灵电热蚊香片90片送电加热器1,,,,,,,,,,,,,,,,,,,,,,,
国产香蕉（一级）,,,,,,,,,,,,,,,,,,,,,,,,
唯尔福超薄护翼棉质卫生巾2637(20,唯尔福超薄护翼卫生巾2638(20片),,,,,,,,,,,,,,,,,,,,,,,
鲁王超级特精粉5kg,冬瓜（一级）,,,,,,,,,,,,,,,,,,,,,,,
黑妹QQ兔清新香草莓儿童牙膏50g,,,,,,,,,,,,,,,,,,,,,,,,
一级丰水梨,亲友阿胶枣228g,河鲫鱼,,,,,,,,,,,,,,,,,,,,,,
小白菜（一级）,国产香蕉（一级）,,,,,,,,,,,,,,,,,,,,,,,
国产香蕉（一级）,,,,,,,,,,,,,,,,,,,,,,,,
红糖(散),红糖(散),,,,,,,,,,,,,,,,,,,,,,,
裙带菜,海带结,西麦有机燕麦片400g,,,,,,,,,,,,,,,,,,,,,,
鸭爪,,,,,,,,,,,,,,,,,,,,,,,,
淡菜,花蛤,,,,,,,,,,,,,,,,,,,,,,,
鲜鸡蛋,,,,,,,,,,,,,,,,,,,,,,,,
清美传统腐竹200g,五丰玉米刀切450g,塑料购物袋(大),清美高房内酯豆腐350g,L世登堡男短裤82-27,,,,,,,,,,,,,,,,,,,,
散装新乐福排骨梳打发酵饼干,国产香蕉（一级）,夏黑葡萄(一级),百合（一级）,红提（一级）,,,,,,,,,,,,,,,,,,,,
青蛙超感流线促销装938,光明酸奶980g,,,,,,,,,,,,,,,,,,,,,,,
红提（一级）,芋艿（一级）,带豆（一级）,青菜（一级）,小葱（一级）,兰州包心菜（一级）,金针菇（一级）,国产香蕉（一级）,加碘精制盐400克,花蛤,,,,,,,,,,,,,,,
杏包菇（一级）,带鱼200-300,,,,,,,,,,,,,,,,,,,,,,,
散装三牛奶油椒盐酥曲奇饼干,枪手无烟蚊香绿茶香10单盘装（150g,白砂糖(散),,,,,,,,,,,,,,,,,,,,,,
小葱（一级）,国产香蕉（一级）,,,,,,,,,,,,,,,,,,,,,,,
高露洁超感白牙膏165克,,,,,,,,,,,,,,,,,,,,,,,,
中汇东北大米15kg,,,,,,,,,,,,,,,,,,,,,,,,
智高粘纸专用胶水ZG-8604A(50ml),,,,,,,,,,,,,,,,,,,,,,,,
喜拖拖吹气男拖9020,小葱（一级）,,,,,,,,,,,,,,,,,,,,,,,
南瓜（一级）,苦瓜（一级）,小葱（一级）,洋葱头（一级）,紫甘薯（一级）,,,,,,,,,,,,,,,,,,,,
小葱（一级）,白砂糖(散),,,,,,,,,,,,,,,,,,,,,,,
雪健家庭用小麦粉2.5kg,苦瓜（一级）,带豆（一级）,黑茄（一级）,,,,,,,,,,,,,,,,,,,,,
白砂糖(散),白砂糖(散),白砂糖(散),,,,,,,,,,,,,,,,,,,,,,
洁柔JJ056卷纸卫生纸10卷装,国产香蕉（一级）,古越龙山三年陈加饭酒640ML,摩卡3合1咖啡巴西山多士口味15g*(1,摩卡皇家奶茶固体饮料150g,摩卡咖啡上选口味3合1随身包150g,咸亨糟方腐乳500克,,,,,,,,,,,,,,,,,,
鲜鸡蛋,莲子(一级),,,,,,,,,,,,,,,,,,,,,,,
蒙牛未来星儿童肠胃成长牛奶125ml*,白砂糖(散),广中皇老牌腐乳皇辣腐乳328g,,,,,,,,,,,,,,,,,,,,,,
大葱（一级）,裙带菜,,,,,,,,,,,,,,,,,,,,,,,
鲜鸡蛋,,,,,,,,,,,,,,,,,,,,,,,,
多果仙芝麻酱300克,光明轻巧包酸牛奶180g,海天特级一品鲜酱油500ml,塑料购物袋(大),光明轻巧包红枣酸牛奶180g,光明轻巧包黑加仑酸牛奶180g,双汇金双汇特级火腿肠75g,,,,,,,,,,,,,,,,,,
会稽山东风糟烧42度2.5L,妙洁点断式保鲜袋中号,,,,,,,,,,,,,,,,,,,,,,,
咸亨麻油腐乳300克,苦瓜（一级）,,,,,,,,,,,,,,,,,,,,,,,
青菜（一级）,散装新乐福排骨梳打发酵饼干,散装东北大米(三江购物),,,,,,,,,,,,,,,,,,,,,,
丝瓜（一级）,黑茄（三级）,冬瓜（一级）,带豆（三级）,小葱（一级）,三江购物大豆油5L,香软粳米(散装),,,,,,,,,,,,,,,,,,
尖椒（一级）,大葱（一级）,清美素香糕(散),红提（一级）,清美精制小素肠(散),小葱（一级）,长瓜（一级）,玉米片(散),西红柿（一级）,洋葱头（一级）,金针菇（一级）,均瑶味动力发酵型乳酸菌饮品原味10,,,,,,,,,,,,,
雕牌高级洗衣皂102g*6,亲友枸杞王220g,青瓜子,,,,,,,,,,,,,,,,,,,,,,
塞翁福玉米片250g,塞翁福赤豆400g,宫川杂粮面840g,亲友八宝粥料360g,云楼海宁冬菜200g,,,,,,,,,,,,,,,,,,,,
三江购物大豆油5L,,,,,,,,,,,,,,,,,,,,,,,,
安儿乐纸尿裤M712N/12片,曼妥思草莓苹果树莓无糖口香糖29克,亨氏香橙磨牙棒2段64g,,,,,,,,,,,,,,,,,,,,,,
多晶冰糖(散),冬瓜（一级）,,,,,,,,,,,,,,,,,,,,,,,
牛头牌玻璃清洁剂500g+40g,佳洁士草本水晶清爽薄荷牙膏105克,,,,,,,,,,,,,,,,,,,,,,,
丝瓜（一级）,芋艿（一级）,紫甘薯（一级）,冬瓜（一级）,大黄鱼条,,,,,,,,,,,,,,,,,,,,
康师傅红烧牛肉面桶装105克,蒙牛酸酸乳乳饮料(原味)250ml,双汇泡面拍档香肠30g*9,乐爷地瓜薄饼238克,农夫山泉普装饮用水550ML,塑料购物袋(大),嘉顿BB熊饼干鸡蛋味100克,达利园熊字饼115克,乡巴佬麻辣翅根80g,东洋包氏香卤鸡爪28g,,,,,,,,,,,,,,,
花菜（一级）,日本南瓜（一级）,新疆红枣（一级）,大粒薏米仁(散),,,,,,,,,,,,,,,,,,,,,
芹菜（一级）,小葱（一级）,一级丰水梨,,,,,,,,,,,,,,,,,,,,,,
红富士80#（一级）,塑料购物袋(大),护舒宝超值棉柔贴身夜用卫生巾10片,白木耳(一级),新疆红枣（一级）,,,,,,,,,,,,,,,,,,,,
引发雪菜150克,,,,,,,,,,,,,,,,,,,,,,,,
散装东北大米(三江购物),三江购物大豆油5L,,,,,,,,,,,,,,,,,,,,,,,
翰丰丝苗米(籼米),加碘精制盐400克,,,,,,,,,,,,,,,,,,,,,,,
三江购物大豆油5L,,,,,,,,,,,,,,,,,,,,,,,,
奥妙净蓝全效水清莲香无磷洗衣粉56,鸡爪,,,,,,,,,,,,,,,,,,,,,,,
鲜鸡蛋,妙洁100型经济装保鲜膜30cm*30m,生姜（一级）,乌江涪陵榨菜80克,,,,,,,,,,,,,,,,,,,,,
鲜鸡蛋,蒜头（一级）,生姜（一级）,鳊鱼,塑料购物袋(大),空心菜（一级）,兰州包心菜（一级）,金针菇（一级）,洋葱头（一级）,,,,,,,,,,,,,,,,
鲜鸡蛋,鸭边腿,采诗芦荟保湿洁面乳120g,美则胜软毛牙刷995,蜂花护发素450ml,黄芩美白牙膏(薄荷香型)115g,,,,,,,,,,,,,,,,,,,
海鲜菇（一级）,新疆红枣（一级）,西红柿（一级）,绿豆,杂粮面(散),尖椒（一级）,,,,,,,,,,,,,,,,,,,
清美素香糕(散),蒙牛冠益乳草莓果粒酸奶250g,塑料购物袋(大),蒙牛优益C活菌型乳酸菌乳饮料(橙味,蒙牛优益C活菌型乳酸菌乳饮料(芦荟,云楼小菜(榨菜)180g,心相印三层抽取式纸面巾80抽*4(DT1,巨树麻油白腐乳380克,七度空间纯棉日用超薄卫生巾5片(A6,七度空间绢爽超薄日用卫生巾10片QS,云楼小菜(乳瓜)180g,好想你新郑红枣200g,七度空间少女绢爽日用超薄卫生巾5,,,,,,,,,,,,
三辉法式香奶面包散装,白砂糖(散),白砂糖(散),,,,,,,,,,,,,,,,,,,,,,
生姜（一级）,小白菜（一级）,日本南瓜（一级）,散装东北长粒香米(三江购物),,,,,,,,,,,,,,,,,,,,,
冬瓜（一级）,,,,,,,,,,,,,,,,,,,,,,,,
赤豆,灯椒（一级）,,,,,,,,,,,,,,,,,,,,,,,
翠冠梨（一级）,小葱（一级）,,,,,,,,,,,,,,,,,,,,,,,
散花菜(一级),灯椒（一级）,花蛤,塑料购物袋(大),,,,,,,,,,,,,,,,,,,,,
伊利QQ星儿童成长牛奶均衡型190ml,八宝粥料(散),,,,,,,,,,,,,,,,,,,,,,,
富华林建宁莲子350g,清美素香糕(散),清美烤夫(散),,,,,,,,,,,,,,,,,,,,,,
鲜鸡蛋,,,,,,,,,,,,,,,,,,,,,,,,
光明酸奶原味经济装100g*8,芋艿（一级）,洋葱头（一级）,土豆（一级）,鸭边腿,拥有孝感米酒(饮料型)280g,,,,,,,,,,,,,,,,,,,
小台农芒果（一级）,肉龙眼（一级）,爱斯曼黄桃果肉果杯227克,,,,,,,,,,,,,,,,,,,,,,
黑人柔丝洁软毛牙刷3支优惠装,ABC日用超极薄棉柔排湿表层卫生巾8,白猫去油高效洗洁精500克,皎洁女士研磨细丝牙刷,,,,,,,,,,,,,,,,,,,,,
雪松面巾纸450张,小白兔高级儿童牙膏50克,,,,,,,,,,,,,,,,,,,,,,,
好舒爽棉柔丝薄卫生护垫40片HD8140,云南白药牙膏(薄荷清爽型)65克,黑人超白矿物盐牙膏90g,,,,,,,,,,,,,,,,,,,,,,
三全麦香早点奶香馒头1.36kg,,,,,,,,,,,,,,,,,,,,,,,,
三江购物大豆油5L,,,,,,,,,,,,,,,,,,,,,,,,
美丹无蔗糖白苏打饼干鲜葱味450克,太子乐中老年奶粉400g(16*25g),鲜鸡蛋,绿豆,百合（一级）,,,,,,,,,,,,,,,,,,,,
龙士达长方四组弧形铁丝挂钩L-5001,,,,,,,,,,,,,,,,,,,,,,,,
一级丰水梨,青苹果（一级）,,,,,,,,,,,,,,,,,,,,,,,
白木耳(一级),老州山生虾皮,,,,,,,,,,,,,,,,,,,,,,,
香软粳米(散装),,,,,,,,,,,,,,,,,,,,,,,,
中华魔丽迅白牙膏冰极薄荷型100g,,,,,,,,,,,,,,,,,,,,,,,,
百野轩虾米味有机紫菜汤72g,白木耳(一级),五丰玉米刀切450g,鲜鸡蛋,滨崎果汁软糖水蜜桃味105克,蒙牛酸牛奶(原味)100g*8,塑料购物袋(大),光明e+益生菌酸牛奶(原味)125g,乌江牌鲜香菜丝80克,三丰可味香辣菜60克,川南酸辣海带丝62g,丰之味梅菜笋丝(清香味)80克,云楼高菜笋丝80g,云楼小菜(榨菜)180g,云楼小菜(乳瓜)180g,乌江涪陵榨菜鲜爽菜丝80克,绵白糖(散),,,,,,,,
双汇泡面拍档香肠30g*9,大白菜（一级）,鲜鸡蛋,,,,,,,,,,,,,,,,,,,,,,
能及厨微波炉三件套碗8407,乐美汇食品级高圆保鲜盒(S-HR06)2.,紫甘薯（一级）,鲜鸡蛋,农夫“尖叫”纤维饮料550ml,,,,,,,,,,,,,,,,,,,,
国产香蕉（一级）,,,,,,,,,,,,,,,,,,,,,,,,
白木耳(一级),苦瓜（一级）,木耳菜（一级）,,,,,,,,,,,,,,,,,,,,,,
白木耳(一级),大粒薏米仁(散),佳洁士防蛀晶莹薄荷牙膏200g*2送迪,美则胜软毛牙刷(二支)202,云楼榨菜丝268g,,,,,,,,,,,,,,,,,,,,
旺旺浪味仙番茄口味创意花式薯卷70,洁成浴帽（精巧型）10g,盼盼麦香鸡味块105克,上好佳草莓味粟米条40g,奇多番茄牛肉味粟米棒60克,明治欣欣杯草莓味50克,一级青提,塑料购物袋(大),,,,,,,,,,,,,,,,,
甬尚香无盐味精900g,兰州包心菜（一级）,小葱（一级）,白砂糖(散),清美日式禅素鸡250g,,,,,,,,,,,,,,,,,,,,
海鲜菇（一级）,芦笋（一级）,奥迪铠甲勇士刑天侠561011,蓝鹰大富翁游乐园拼图NO.XD611,好丽友熊猫派草莓牛奶注心蛋糕250,,,,,,,,,,,,,,,,,,,,
土豆（一级）,鹌鹑蛋,乡村鸡蛋,塑料购物袋(大),,,,,,,,,,,,,,,,,,,,,
白木耳(一级),太太乐99度晶体味精1kg,塑料购物袋(大),坛坛香精致剁辣椒425克,白木耳(一级),莲子(一级),莲子(一级),赤豆,多晶冰糖(散),,,,,,,,,,,,,,,,
均瑶味动力发酵型乳酸菌饮品原味10,光明酸牛奶(红枣味)180g,塑料购物袋(大),光明酸牛奶(红枣味)100g*8,,,,,,,,,,,,,,,,,,,,,
双塔红薯圈粉(散),塑料购物袋(大),鲜鸡蛋,花蛤,带鱼200-300,清美高房内酯豆腐350g,,,,,,,,,,,,,,,,,,,
三江购物大豆油5L,小葱（一级）,,,,,,,,,,,,,,,,,,,,,,,
立白易漂洗无磷洗衣粉1.03千克,广博咕咕鸟削笔机XBQ9743,,,,,,,,,,,,,,,,,,,,,,,
慧吉净香漂水去污粉500g,咸亨辣味腐乳300克,,,,,,,,,,,,,,,,,,,,,,,
三江购物大豆油5L,,,,,,,,,,,,,,,,,,,,,,,,
金龙鱼第二代调和油1.8L,花蛤,塑料购物袋(大),,,,,,,,,,,,,,,,,,,,,,
乐美汇食品级正方形保鲜盒(S-S09)1,,,,,,,,,,,,,,,,,,,,,,,,
兰州包心菜（一级）,香软粳米(散装),益民料酒350ml,金钟大红米醋袋装355ml,海天红烧王酱油350ml,,,,,,,,,,,,,,,,,,,,
黑米,,,,,,,,,,,,,,,,,,,,,,,,
红苋菜（一级）,鲜鸡蛋,,,,,,,,,,,,,,,,,,,,,,,
三江购物大豆油5L,,,,,,,,,,,,,,,,,,,,,,,,
多晶冰糖(散),白砂糖(散),,,,,,,,,,,,,,,,,,,,,,,
六神清凉香皂(甘草+绿茶)125g,,,,,,,,,,,,,,,,,,,,,,,,
蒙牛特仑苏纯牛奶250ml*12,福海堂薄荷叶(散),福海堂茉莉花(散),白木耳(一级),绿豆,莲子(一级),福海堂玫瑰花(散),,,,,,,,,,,,,,,,,,
三江购物大豆油5L,翰丰丝苗米(籼米),,,,,,,,,,,,,,,,,,,,,,,
百合（一级）,小葱（一级）,白砂糖(散),鲜鸡蛋,亲友阿胶枣228g,四美辣椒300克,三江购物精制拉面350g*2,,,,,,,,,,,,,,,,,,
梅豆（一级）,小葱（一级）,红萝卜（一级）,,,,,,,,,,,,,,,,,,,,,,
南瓜（一级）,南瓜（一级）,塑料购物袋(大),,,,,,,,,,,,,,,,,,,,,,
放养鸭蛋,鳊鱼,德芙脆香米脆米心牛奶巧克力48克,丝瓜（一级）,大葱（一级）,百合（一级）,紫甘薯（一级）,苦瓜（一级）,汤师傅无沙紫菜60克,杏包菇（一级）,尖椒（一级）,裙带菜,加碘精制盐400克,三江购物竹弯勺02-109(30cm),,,,,,,,,,,
带鱼200-300,坛坛香精致剁辣椒425克,鲜鸡蛋,海天特级味极鲜酱油500ml,金钟大红米醋袋装355ml,海天黄豆酱油350ml,海天红烧王酱油350ml,,,,,,,,,,,,,,,,,,
三江购物大豆油5L,,,,,,,,,,,,,,,,,,,,,,,,
三江购物大豆油5L,,,,,,,,,,,,,,,,,,,,,,,,
金针菇（一级）,紫甘薯（一级）,康师傅冰红茶1L,兰州包心菜（一级）,香约原味奶茶72克,,,,,,,,,,,,,,,,,,,,
小米(散),燕麦仁(散),亲友黑芝麻200g,富华林荞麦450g,,,,,,,,,,,,,,,,,,,,,
元宝牌优质特精小麦粉5kg,鲜鸡蛋,大葱（一级）,芹菜（一级）,塑料购物袋(大),小白菜（一级）,小白菜（一级）,,,,,,,,,,,,,,,,,,
光明酸奶980g,,,,,,,,,,,,,,,,,,,,,,,,
洁柔布艺软抽200抽*3,洁柔JJ056卷纸卫生纸10卷装,雕牌全效加浓洗洁精1.5kg,超能棕榈活性去渍透明皂260g*2,榄菊蚊香大盘装（檀香型）310g,塑料购物袋(大),,,,,,,,,,,,,,,,,,,
光明轻巧包黑加仑酸牛奶180g,光明轻巧包红枣酸牛奶180g,虹一港式风味烤小鸡腿30克,,,,,,,,,,,,,,,,,,,,,,
香哆哆香辣花生原味100克,雪缘生活卫生纸450g,,,,,,,,,,,,,,,,,,,,,,,
花蛤,藤稔葡萄（打折）,,,,,,,,,,,,,,,,,,,,,,,
今麦郎手打拉面200克,,,,,,,,,,,,,,,,,,,,,,,,
鲜鸡蛋,新疆红枣（一级）,,,,,,,,,,,,,,,,,,,,,,,
百顺深色缎档提花绣花毛巾1701(34*,东北梧桐米10kg,,,,,,,,,,,,,,,,,,,,,,,
兰州包心菜（一级）,,,,,,,,,,,,,,,,,,,,,,,,
凯旋溜溜绿茶梅(蜜饯)60g,动心一族茶梅105克,星福益“呀”日式乐Q梅60g,淘大醇香米醋500ml,,,,,,,,,,,,,,,,,,,,,
小白菜（一级）,蒙牛益生菌酸牛奶(原味)1.2kg,,,,,,,,,,,,,,,,,,,,,,,
鲜鸡蛋,,,,,,,,,,,,,,,,,,,,,,,,
鸡蛋（碎1）,,,,,,,,,,,,,,,,,,,,,,,,
亿威特熊头杂物桶YWT-4412-X,家来纳制冰袋10片装(37*17cm),优美家方粒冰格FC-9011,塑料购物袋(大),,,,,,,,,,,,,,,,,,,,,
南瓜（一级）,鲜鸡蛋,,,,,,,,,,,,,,,,,,,,,,,
永亮律动空间毛巾M0288(34*75cm),洁玉英伦风尚毛巾JY-9013F(34*74cm,,,,,,,,,,,,,,,,,,,,,,,
西梅（一级）,小台农芒果（一级）,荷兰青瓜（一级）,,,,,,,,,,,,,,,,,,,,,,
奥麦康乌梅200克,华味亨珍珠梅180克,,,,,,,,,,,,,,,,,,,,,,,
喵趣成猫猫粮海洋鱼味1.5kg,,,,,,,,,,,,,,,,,,,,,,,,
奇多干杯脆美式火鸡味粟米粒25克,乐源魔冰蜜桃汁饮料380ml,光明e+益生菌酸牛奶原味190g,,,,,,,,,,,,,,,,,,,,,,
今麦郎手打拉面200克,今麦郎手打鸡蛋面200克,塑料购物袋(大),乐事波谷脆椒盐坚果味70克,鲜鸡蛋,华味亨精选杏仁108克,乌江牌鲜香菜丝80克,,,,,,,,,,,,,,,,,,
心相印手帕纸W112/9包装,英雄可水洗水彩笔24色8009-24,黄芽菜（一级）,星燎原图书6,塑料购物袋(大),,,,,,,,,,,,,,,,,,,,
M&M`S牛奶巧克力豆100g,源口椰汁黄金糕300g,湾仔码头北国香酱香肉三鲜水饺702g,新康泰克草本润喉软糖喉爽柠檬味20,光明纯鲜牛奶1.5L,鲁花葵花仁油5L,金健东北三江清香稻米5kg,义茂拉面500g,塑料购物袋(大),,,,,,,,,,,,,,,,
康师傅红烧牛肉面100克*5包,,,,,,,,,,,,,,,,,,,,,,,,
兰州包心菜（一级）,灯椒（一级）,国产香蕉（一级）,,,,,,,,,,,,,,,,,,,,,,
国产香蕉（一级）,一级巨峰葡萄,灯椒（一级）,,,,,,,,,,,,,,,,,,,,,,
冷冻野生小黄鱼10-12,可扬野生紫菜12g,统一卤肉拌面卤香牛肉味110克,亚达汤料(排骨味紫菜汤)72g,鲜鸡蛋,,,,,,,,,,,,,,,,,,,,
对虾,小葱（一级）,蒜头（一级）,,,,,,,,,,,,,,,,,,,,,,
水溶C100西柚汁饮料445ml,塑料购物袋(大),零度可口可乐汽水拉罐(无糖)330ml,芬达橙味汽水330ml,光明纯鲜牛奶1.5L,洁身妙浴搓泥200ml,雪碧清爽柠檬味汽水330ml,,,,,,,,,,,,,,,,,,
裙带菜,,,,,,,,,,,,,,,,,,,,,,,,
芬达橙味汽水500ml,,,,,,,,,,,,,,,,,,,,,,,,
维维维他型豆奶粉560克,红富士80#（一级）,民益糕饼系列(散),塑料购物袋(大),,,,,,,,,,,,,,,,,,,,,
大葱（一级）,韭菜（一级）,黑茄（一级）,,,,,,,,,,,,,,,,,,,,,,
芹菜（一级）,鲈鱼（三级）,,,,,,,,,,,,,,,,,,,,,,,
三江购物大豆油5L,鲜鸡蛋,阿尔卑斯溢巧纯心夹心太妃糖33.5克,,,,,,,,,,,,,,,,,,,,,,
对虾,黄花菜（一级）,香菇干(一级),白砂糖(散),塑料购物袋(大),,,,,,,,,,,,,,,,,,,,
鲜鸡蛋,香软粳米(散装),,,,,,,,,,,,,,,,,,,,,,,
散装东北长粒香米(三江购物),花蛤,,,,,,,,,,,,,,,,,,,,,,,
三江购物大豆油5L,,,,,,,,,,,,,,,,,,,,,,,,
康师傅酸菜牛肉面118g*5包,富华林红糖400g,,,,,,,,,,,,,,,,,,,,,,,
散装东北长粒香米(三江购物),,,,,,,,,,,,,,,,,,,,,,,,
三全麦香早点奶香馒头1.36kg,蒜头（一级）,,,,,,,,,,,,,,,,,,,,,,,
白砂糖(散),,,,,,,,,,,,,,,,,,,,,,,,
塑料购物袋(大),,,,,,,,,,,,,,,,,,,,,,,,
卫康钢丝球WK-0824,,,,,,,,,,,,,,,,,,,,,,,,
可扬日式紫菜28g,,,,,,,,,,,,,,,,,,,,,,,,
嘎啦(一级),,,,,,,,,,,,,,,,,,,,,,,,
鲜鸡蛋,国产香蕉（一级）,带鱼200-300,南瓜（一级）,,,,,,,,,,,,,,,,,,,,,
鲁王特精粉2.5kg,,,,,,,,,,,,,,,,,,,,,,,,
法克曼三角碗碟夹14306,紫甘薯（一级）,日本南瓜（一级）,一级水蜜桃,,,,,,,,,,,,,,,,,,,,,
古越龙山陈年烧酒42度2.5L,郑万利特制糟烧白酒40度5L,,,,,,,,,,,,,,,,,,,,,,,
国产香蕉（一级）,紫甘薯（一级）,桃形李（一级）,民益糕饼系列(散),塑料购物袋(大),,,,,,,,,,,,,,,,,,,,
喜之郎果冻爽香橙味150克,绿豆,花蛤,,,,,,,,,,,,,,,,,,,,,,
白砂糖(散),,,,,,,,,,,,,,,,,,,,,,,,
灯椒（一级）,鲜鸡蛋,明润皱纹卫生纸500克,塑料购物袋(大),立白新金桔洗洁精500克,大葱（一级）,心相印优选纸手帕(C2010)10片装,紫甘薯（一级）,双汇鸡肉肠40克*10袋装,散装糯米,,,,,,,,,,,,,,,
香软粳米(散装),兰州包心菜（一级）,,,,,,,,,,,,,,,,,,,,,,,
白砂糖(散),贝蒂妙厨妙脆角美式茄汁40克,乐事清新清爽黄瓜味薯片45g,清美素香糕(散),旺旺仙贝家庭包400克,鲜一族鹌鹑蛋五香味100克,,,,,,,,,,,,,,,,,,,
康师傅红烧牛肉袋面100克,康师傅红烧牛肉面大食袋124克*5包,康师傅酸菜牛肉桶面122克,,,,,,,,,,,,,,,,,,,,,,
白砂糖(散),,,,,,,,,,,,,,,,,,,,,,,,
三江购物大豆油5L,,,,,,,,,,,,,,,,,,,,,,,,
苦瓜（一级）,,,,,,,,,,,,,,,,,,,,,,,,
可口可乐汽水2.3L,雪碧汽水2.3L,,,,,,,,,,,,,,,,,,,,,,,
圣茗香鹌鹑蛋45克,奥妙水清莲香超效增白皂226克,,,,,,,,,,,,,,,,,,,,,,,
